filename,Label
107593.jpg,Spiral
107606.jpg,Spiral
107610.jpg,Elliptical
107619.jpg,Elliptical
107627.jpg,Spiral
107629.jpg,Irregular
107692.jpg,Elliptical
107709.jpg,Spiral
107745.jpg,Spiral
107747.jpg,Spiral
107828.jpg,Elliptical
107849.jpg,Elliptical
107859.jpg,Irregular
107888.jpg,Elliptical
107951.jpg,Spiral
107961.jpg,Elliptical
107967.jpg,Elliptical
107972.jpg,Spiral
107975.jpg,Elliptical
107985.jpg,Irregular
108012.jpg,Spiral
108038.jpg,Spiral
108066.jpg,Elliptical
108103.jpg,Irregular
108146.jpg,Elliptical
108160.jpg,Elliptical
108182.jpg,Elliptical
108195.jpg,Elliptical
108207.jpg,Elliptical
108251.jpg,Spiral
108272.jpg,Spiral
108305.jpg,Elliptical
108481.jpg,Elliptical
108551.jpg,Elliptical
108574.jpg,Spiral
108580.jpg,Elliptical
108584.jpg,Elliptical
108608.jpg,Spiral
108624.jpg,Elliptical
108645.jpg,Elliptical
108661.jpg,Elliptical
108672.jpg,Elliptical
108692.jpg,Elliptical
108715.jpg,Elliptical
108717.jpg,Elliptical
108742.jpg,Spiral
108757.jpg,Elliptical
108764.jpg,Irregular
108772.jpg,Spiral
108779.jpg,Spiral
108786.jpg,Irregular
108914.jpg,Elliptical
108920.jpg,Elliptical
108928.jpg,Elliptical
108929.jpg,Spiral
108959.jpg,Elliptical
108961.jpg,Spiral
108988.jpg,Elliptical
108991.jpg,Elliptical
108994.jpg,Elliptical
109011.jpg,Spiral
109033.jpg,Elliptical
109074.jpg,Elliptical
109098.jpg,Elliptical
109127.jpg,Elliptical
109132.jpg,Spiral
109155.jpg,Elliptical
109180.jpg,Elliptical
109215.jpg,Elliptical
109266.jpg,Spiral
109282.jpg,Elliptical
109292.jpg,Elliptical
109366.jpg,Spiral
109380.jpg,Spiral
109402.jpg,Elliptical
109404.jpg,Elliptical
109509.jpg,Elliptical
109568.jpg,Spiral
109595.jpg,Elliptical
109623.jpg,Elliptical
109688.jpg,Spiral
109727.jpg,Elliptical
109740.jpg,Elliptical
109744.jpg,Spiral
109750.jpg,Elliptical
109780.jpg,Irregular
109868.jpg,Spiral
109879.jpg,Irregular
109946.jpg,Spiral
109977.jpg,Elliptical
110074.jpg,Elliptical
110109.jpg,Spiral
110121.jpg,Elliptical
110139.jpg,Elliptical
110178.jpg,Elliptical
110195.jpg,Elliptical
110217.jpg,Irregular
110285.jpg,Spiral
110306.jpg,Elliptical
110313.jpg,Elliptical
110339.jpg,Spiral
110364.jpg,Irregular
110370.jpg,Irregular
110375.jpg,Spiral
110384.jpg,Spiral
110388.jpg,Elliptical
110389.jpg,Irregular
110404.jpg,Spiral
110411.jpg,Elliptical
110465.jpg,Irregular
110480.jpg,Elliptical
110528.jpg,Spiral
110538.jpg,Elliptical
110633.jpg,Spiral
110636.jpg,Elliptical
110676.jpg,Spiral
110710.jpg,Spiral
110713.jpg,Spiral
110719.jpg,Irregular
110763.jpg,Spiral
110789.jpg,Irregular
110805.jpg,Elliptical
110821.jpg,Elliptical
110837.jpg,Spiral
110844.jpg,Spiral
110858.jpg,Elliptical
110887.jpg,Spiral
110964.jpg,Irregular
110966.jpg,Spiral
111038.jpg,Elliptical
111141.jpg,Spiral
111142.jpg,Elliptical
111207.jpg,Elliptical
111223.jpg,Elliptical
111240.jpg,Elliptical
111274.jpg,Elliptical
111305.jpg,Spiral
111312.jpg,Elliptical
111383.jpg,Elliptical
111398.jpg,Elliptical
111399.jpg,Elliptical
111411.jpg,Elliptical
111428.jpg,Elliptical
111481.jpg,Elliptical
111491.jpg,Irregular
111499.jpg,Elliptical
111514.jpg,Spiral
111534.jpg,Spiral
111597.jpg,Elliptical
111615.jpg,Spiral
111622.jpg,Spiral
111658.jpg,Spiral
111660.jpg,Elliptical
111681.jpg,Elliptical
111725.jpg,Elliptical
111727.jpg,Elliptical
111753.jpg,Elliptical
111792.jpg,Spiral
111793.jpg,Elliptical
111799.jpg,Spiral
111882.jpg,Spiral
111883.jpg,Irregular
112072.jpg,Spiral
112119.jpg,Elliptical
112125.jpg,Spiral
112135.jpg,Elliptical
112167.jpg,Elliptical
112177.jpg,Spiral
112196.jpg,Spiral
112229.jpg,Elliptical
112254.jpg,Elliptical
112311.jpg,Elliptical
112314.jpg,Irregular
112359.jpg,Elliptical
112404.jpg,Spiral
112420.jpg,Irregular
112444.jpg,Spiral
112479.jpg,Spiral
112512.jpg,Elliptical
112518.jpg,Spiral
112536.jpg,Irregular
112592.jpg,Elliptical
112623.jpg,Spiral
112628.jpg,Elliptical
112678.jpg,Elliptical
112764.jpg,Elliptical
112769.jpg,Spiral
112814.jpg,Elliptical
112819.jpg,Elliptical
112826.jpg,Elliptical
112841.jpg,Elliptical
112846.jpg,Elliptical
112918.jpg,Elliptical
112964.jpg,Elliptical
112965.jpg,Elliptical
112997.jpg,Irregular
113118.jpg,Elliptical
113142.jpg,Elliptical
113149.jpg,Elliptical
113166.jpg,Elliptical
113279.jpg,Elliptical
113284.jpg,Spiral
113289.jpg,Spiral
113303.jpg,Spiral
113322.jpg,Irregular
113373.jpg,Elliptical
113394.jpg,Elliptical
113417.jpg,Irregular
113418.jpg,Elliptical
113420.jpg,Elliptical
113444.jpg,Elliptical
113452.jpg,Elliptical
113457.jpg,Elliptical
113483.jpg,Elliptical
113516.jpg,Elliptical
113518.jpg,Elliptical
113566.jpg,Elliptical
113608.jpg,Irregular
113655.jpg,Spiral
113746.jpg,Elliptical
113761.jpg,Elliptical
113766.jpg,Elliptical
113779.jpg,Irregular
113813.jpg,Elliptical
113828.jpg,Elliptical
113845.jpg,Elliptical
113857.jpg,Elliptical
113903.jpg,Elliptical
113913.jpg,Elliptical
113965.jpg,Elliptical
113971.jpg,Spiral
113987.jpg,Spiral
113992.jpg,Elliptical
113999.jpg,Elliptical
114080.jpg,Spiral
114173.jpg,Elliptical
114190.jpg,Elliptical
114191.jpg,Elliptical
114240.jpg,Irregular
114256.jpg,Spiral
114294.jpg,Elliptical
114319.jpg,Elliptical
114354.jpg,Spiral
114433.jpg,Irregular
114457.jpg,Elliptical
114502.jpg,Spiral
114517.jpg,Spiral
114550.jpg,Spiral
114587.jpg,Spiral
114588.jpg,Elliptical
114602.jpg,Irregular
114650.jpg,Elliptical
114658.jpg,Irregular
114682.jpg,Elliptical
114688.jpg,Spiral
114695.jpg,Elliptical
114696.jpg,Elliptical
114741.jpg,Spiral
114772.jpg,Spiral
114815.jpg,Spiral
114863.jpg,Irregular
114893.jpg,Elliptical
114957.jpg,Spiral
114965.jpg,Spiral
114966.jpg,Spiral
114993.jpg,Elliptical
115042.jpg,Elliptical
115051.jpg,Elliptical
115091.jpg,Elliptical
115094.jpg,Elliptical
115109.jpg,Elliptical
115132.jpg,Elliptical
115143.jpg,Spiral
115235.jpg,Elliptical
115247.jpg,Irregular
115255.jpg,Elliptical
115299.jpg,Spiral
115314.jpg,Spiral
115330.jpg,Elliptical
115357.jpg,Elliptical
115384.jpg,Elliptical
115385.jpg,Elliptical
115399.jpg,Irregular
115402.jpg,Irregular
115449.jpg,Elliptical
115450.jpg,Irregular
115490.jpg,Irregular
115506.jpg,Elliptical
115515.jpg,Spiral
115535.jpg,Spiral
115545.jpg,Elliptical
115571.jpg,Spiral
115587.jpg,Spiral
115597.jpg,Elliptical
115617.jpg,Irregular
115659.jpg,Spiral
115675.jpg,Spiral
115716.jpg,Elliptical
115777.jpg,Spiral
115787.jpg,Elliptical
115815.jpg,Irregular
115824.jpg,Spiral
115845.jpg,Elliptical
115854.jpg,Elliptical
115858.jpg,Irregular
115869.jpg,Elliptical
115883.jpg,Elliptical
115886.jpg,Elliptical
115891.jpg,Elliptical
115905.jpg,Spiral
115938.jpg,Elliptical
115942.jpg,Elliptical
116043.jpg,Spiral
116045.jpg,Elliptical
116118.jpg,Spiral
116140.jpg,Spiral
116208.jpg,Elliptical
116210.jpg,Elliptical
116214.jpg,Elliptical
116228.jpg,Elliptical
116249.jpg,Elliptical
116291.jpg,Spiral
116306.jpg,Spiral
116328.jpg,Spiral
116422.jpg,Spiral
116435.jpg,Elliptical
116517.jpg,Elliptical
116524.jpg,Elliptical
116527.jpg,Elliptical
116542.jpg,Irregular
116565.jpg,Elliptical
116582.jpg,Elliptical
116614.jpg,Elliptical
116620.jpg,Elliptical
116638.jpg,Spiral
116669.jpg,Elliptical
116719.jpg,Elliptical
116723.jpg,Elliptical
116779.jpg,Elliptical
116780.jpg,Elliptical
116794.jpg,Spiral
116815.jpg,Spiral
116844.jpg,Elliptical
116879.jpg,Elliptical
116886.jpg,Elliptical
116896.jpg,Spiral
116914.jpg,Elliptical
116927.jpg,Elliptical
116998.jpg,Spiral
117045.jpg,Irregular
117085.jpg,Spiral
117090.jpg,Elliptical
117100.jpg,Spiral
117158.jpg,Spiral
117164.jpg,Irregular
117206.jpg,Spiral
117214.jpg,Elliptical
117216.jpg,Elliptical
117235.jpg,Elliptical
117300.jpg,Spiral
117440.jpg,Spiral
117494.jpg,Spiral
117503.jpg,Spiral
117510.jpg,Elliptical
117528.jpg,Elliptical
117587.jpg,Elliptical
117605.jpg,Elliptical
117627.jpg,Elliptical
117641.jpg,Spiral
117674.jpg,Spiral
117722.jpg,Irregular
117764.jpg,Elliptical
117767.jpg,Elliptical
117775.jpg,Irregular
117805.jpg,Elliptical
117813.jpg,Elliptical
117833.jpg,Elliptical
117853.jpg,Elliptical
117915.jpg,Irregular
117921.jpg,Elliptical
118015.jpg,Elliptical
118044.jpg,Elliptical
118063.jpg,Elliptical
118074.jpg,Elliptical
118119.jpg,Elliptical
118141.jpg,Elliptical
118150.jpg,Irregular
118163.jpg,Elliptical
118199.jpg,Spiral
118260.jpg,Elliptical
118323.jpg,Spiral
118348.jpg,Elliptical
118452.jpg,Elliptical
118476.jpg,Spiral
118493.jpg,Elliptical
118506.jpg,Elliptical
118539.jpg,Spiral
118590.jpg,Elliptical
118638.jpg,Spiral
118685.jpg,Elliptical
118702.jpg,Elliptical
118712.jpg,Spiral
118723.jpg,Spiral
118767.jpg,Elliptical
118877.jpg,Spiral
118935.jpg,Spiral
118944.jpg,Elliptical
118947.jpg,Elliptical
118949.jpg,Elliptical
118993.jpg,Elliptical
119009.jpg,Spiral
119010.jpg,Irregular
119014.jpg,Irregular
119045.jpg,Spiral
119147.jpg,Irregular
119150.jpg,Spiral
119186.jpg,Elliptical
119239.jpg,Spiral
119240.jpg,Spiral
119256.jpg,Elliptical
119262.jpg,Irregular
119277.jpg,Spiral
119280.jpg,Irregular
119314.jpg,Elliptical
119321.jpg,Spiral
119334.jpg,Elliptical
119384.jpg,Elliptical
119398.jpg,Elliptical
119459.jpg,Irregular
119536.jpg,Irregular
119537.jpg,Irregular
119573.jpg,Spiral
119599.jpg,Spiral
119644.jpg,Irregular
119666.jpg,Elliptical
119670.jpg,Irregular
119693.jpg,Elliptical
119718.jpg,Spiral
119720.jpg,Elliptical
119740.jpg,Irregular
119766.jpg,Elliptical
119773.jpg,Spiral
119777.jpg,Spiral
119798.jpg,Elliptical
119816.jpg,Spiral
119864.jpg,Irregular
119889.jpg,Irregular
119909.jpg,Irregular
119921.jpg,Elliptical
119941.jpg,Elliptical
119990.jpg,Irregular
120006.jpg,Elliptical
120036.jpg,Elliptical
120042.jpg,Spiral
120062.jpg,Elliptical
120107.jpg,Elliptical
120158.jpg,Irregular
120197.jpg,Spiral
120201.jpg,Elliptical
120228.jpg,Spiral
120250.jpg,Irregular
120305.jpg,Elliptical
120307.jpg,Spiral
120314.jpg,Elliptical
120316.jpg,Irregular
120337.jpg,Spiral
120374.jpg,Irregular
120383.jpg,Spiral
120384.jpg,Spiral
120433.jpg,Spiral
120438.jpg,Elliptical
120440.jpg,Elliptical
120447.jpg,Irregular
120535.jpg,Elliptical
120548.jpg,Spiral
120566.jpg,Elliptical
120632.jpg,Spiral
120641.jpg,Elliptical
120648.jpg,Elliptical
120676.jpg,Spiral
120716.jpg,Spiral
120763.jpg,Elliptical
120774.jpg,Elliptical
120782.jpg,Elliptical
120891.jpg,Elliptical
120918.jpg,Elliptical
120941.jpg,Spiral
120998.jpg,Spiral
121006.jpg,Spiral
121016.jpg,Elliptical
121044.jpg,Elliptical
121048.jpg,Spiral
121059.jpg,Elliptical
121068.jpg,Elliptical
121085.jpg,Spiral
121129.jpg,Irregular
121164.jpg,Spiral
121177.jpg,Irregular
121178.jpg,Irregular
121190.jpg,Elliptical
121195.jpg,Elliptical
121250.jpg,Elliptical
121262.jpg,Elliptical
121287.jpg,Elliptical
121319.jpg,Spiral
121346.jpg,Elliptical
121394.jpg,Spiral
121410.jpg,Irregular
121413.jpg,Elliptical
121459.jpg,Elliptical
121462.jpg,Irregular
121473.jpg,Elliptical
121558.jpg,Spiral
121577.jpg,Elliptical
121590.jpg,Elliptical
121592.jpg,Elliptical
121611.jpg,Elliptical
121621.jpg,Spiral
121625.jpg,Elliptical
121645.jpg,Elliptical
121670.jpg,Elliptical
121705.jpg,Elliptical
121727.jpg,Spiral
121746.jpg,Irregular
121768.jpg,Spiral
121769.jpg,Elliptical
121774.jpg,Irregular
121801.jpg,Elliptical
121811.jpg,Elliptical
121899.jpg,Elliptical
121902.jpg,Spiral
121946.jpg,Elliptical
121960.jpg,Elliptical
121973.jpg,Spiral
122003.jpg,Elliptical
122020.jpg,Elliptical
122042.jpg,Spiral
122073.jpg,Elliptical
122093.jpg,Spiral
122109.jpg,Elliptical
122131.jpg,Elliptical
122158.jpg,Elliptical
122176.jpg,Irregular
122221.jpg,Elliptical
122226.jpg,Spiral
122240.jpg,Spiral
122265.jpg,Irregular
122278.jpg,Elliptical
122292.jpg,Elliptical
122293.jpg,Spiral
122298.jpg,Elliptical
122307.jpg,Elliptical
122362.jpg,Irregular
122371.jpg,Elliptical
122444.jpg,Elliptical
122445.jpg,Spiral
122469.jpg,Elliptical
122477.jpg,Spiral
122608.jpg,Elliptical
122634.jpg,Elliptical
122654.jpg,Spiral
122672.jpg,Elliptical
122674.jpg,Elliptical
122705.jpg,Elliptical
122715.jpg,Elliptical
122717.jpg,Elliptical
122721.jpg,Spiral
122753.jpg,Irregular
122754.jpg,Elliptical
122804.jpg,Spiral
122818.jpg,Spiral
122855.jpg,Irregular
122870.jpg,Elliptical
122877.jpg,Elliptical
122933.jpg,Elliptical
122995.jpg,Spiral
123024.jpg,Spiral
123036.jpg,Spiral
123059.jpg,Elliptical
123067.jpg,Elliptical
123093.jpg,Spiral
123103.jpg,Spiral
123118.jpg,Elliptical
123133.jpg,Spiral
123139.jpg,Elliptical
123141.jpg,Elliptical
123156.jpg,Elliptical
123192.jpg,Elliptical
123207.jpg,Spiral
123243.jpg,Elliptical
123282.jpg,Elliptical
123308.jpg,Irregular
123344.jpg,Elliptical
123349.jpg,Spiral
123383.jpg,Elliptical
123387.jpg,Elliptical
123412.jpg,Elliptical
123433.jpg,Elliptical
123440.jpg,Elliptical
123470.jpg,Spiral
123486.jpg,Spiral
123517.jpg,Elliptical
123540.jpg,Spiral
123628.jpg,Elliptical
123679.jpg,Elliptical
123694.jpg,Spiral
123695.jpg,Elliptical
123700.jpg,Irregular
123713.jpg,Elliptical
123770.jpg,Elliptical
123811.jpg,Elliptical
123858.jpg,Spiral
123871.jpg,Spiral
123906.jpg,Irregular
123938.jpg,Spiral
123980.jpg,Elliptical
123981.jpg,Spiral
124019.jpg,Elliptical
124050.jpg,Spiral
124057.jpg,Elliptical
124059.jpg,Spiral
124076.jpg,Elliptical
124175.jpg,Spiral
124200.jpg,Spiral
124210.jpg,Elliptical
124214.jpg,Spiral
124265.jpg,Spiral
124273.jpg,Irregular
124305.jpg,Elliptical
124342.jpg,Spiral
124375.jpg,Elliptical
124424.jpg,Spiral
124434.jpg,Elliptical
124443.jpg,Spiral
124483.jpg,Elliptical
124491.jpg,Elliptical
124494.jpg,Spiral
124499.jpg,Irregular
124548.jpg,Spiral
124578.jpg,Elliptical
124648.jpg,Elliptical
124679.jpg,Spiral
124733.jpg,Irregular
124782.jpg,Elliptical
124816.jpg,Elliptical
124854.jpg,Irregular
124862.jpg,Elliptical
124882.jpg,Spiral
124977.jpg,Elliptical
124994.jpg,Elliptical
125006.jpg,Elliptical
125011.jpg,Elliptical
125040.jpg,Irregular
125063.jpg,Elliptical
125108.jpg,Elliptical
125119.jpg,Elliptical
125129.jpg,Elliptical
125151.jpg,Elliptical
125158.jpg,Elliptical
125188.jpg,Elliptical
125199.jpg,Elliptical
125209.jpg,Elliptical
125277.jpg,Elliptical
125304.jpg,Elliptical
125328.jpg,Elliptical
125358.jpg,Elliptical
125393.jpg,Elliptical
125439.jpg,Elliptical
125460.jpg,Spiral
125507.jpg,Spiral
125525.jpg,Elliptical
125576.jpg,Elliptical
125616.jpg,Irregular
125627.jpg,Elliptical
125678.jpg,Spiral
125683.jpg,Elliptical
125686.jpg,Elliptical
125687.jpg,Irregular
125719.jpg,Spiral
125739.jpg,Elliptical
125740.jpg,Elliptical
125746.jpg,Elliptical
125755.jpg,Spiral
125770.jpg,Spiral
125797.jpg,Irregular
125798.jpg,Elliptical
125948.jpg,Spiral
125960.jpg,Spiral
125975.jpg,Elliptical
125983.jpg,Elliptical
126077.jpg,Spiral
126085.jpg,Spiral
126131.jpg,Elliptical
126202.jpg,Spiral
126234.jpg,Spiral
126256.jpg,Elliptical
126260.jpg,Spiral
126279.jpg,Spiral
126282.jpg,Elliptical
126304.jpg,Irregular
126321.jpg,Spiral
126338.jpg,Elliptical
126364.jpg,Spiral
126386.jpg,Elliptical
126391.jpg,Elliptical
126406.jpg,Spiral
126475.jpg,Elliptical
126486.jpg,Spiral
126502.jpg,Elliptical
126510.jpg,Elliptical
126540.jpg,Elliptical
126581.jpg,Spiral
126638.jpg,Elliptical
126656.jpg,Irregular
126694.jpg,Elliptical
126719.jpg,Elliptical
126740.jpg,Elliptical
126760.jpg,Elliptical
126764.jpg,Spiral
126827.jpg,Irregular
126841.jpg,Elliptical
126845.jpg,Elliptical
126847.jpg,Elliptical
126856.jpg,Elliptical
126961.jpg,Elliptical
127027.jpg,Elliptical
127031.jpg,Elliptical
127052.jpg,Irregular
127057.jpg,Elliptical
127059.jpg,Elliptical
127082.jpg,Elliptical
127163.jpg,Spiral
127210.jpg,Spiral
127231.jpg,Spiral
127297.jpg,Elliptical
127317.jpg,Irregular
127333.jpg,Spiral
127382.jpg,Irregular
127386.jpg,Spiral
127417.jpg,Spiral
127441.jpg,Spiral
127444.jpg,Irregular
127458.jpg,Elliptical
127465.jpg,Elliptical
127494.jpg,Spiral
127498.jpg,Spiral
127511.jpg,Spiral
127546.jpg,Elliptical
127552.jpg,Spiral
127574.jpg,Spiral
127627.jpg,Elliptical
127630.jpg,Elliptical
127669.jpg,Spiral
127687.jpg,Elliptical
127698.jpg,Elliptical
127788.jpg,Elliptical
127795.jpg,Spiral
127817.jpg,Elliptical
127857.jpg,Elliptical
127887.jpg,Spiral
127901.jpg,Spiral
127935.jpg,Irregular
127950.jpg,Elliptical
127970.jpg,Spiral
128004.jpg,Irregular
128027.jpg,Elliptical
128068.jpg,Elliptical
128110.jpg,Irregular
128128.jpg,Spiral
128132.jpg,Spiral
128137.jpg,Elliptical
128147.jpg,Elliptical
128216.jpg,Spiral
128220.jpg,Elliptical
128271.jpg,Elliptical
128277.jpg,Elliptical
128316.jpg,Elliptical
128341.jpg,Elliptical
128357.jpg,Elliptical
128385.jpg,Irregular
128389.jpg,Elliptical
128396.jpg,Irregular
128411.jpg,Elliptical
128417.jpg,Irregular
128470.jpg,Spiral
128485.jpg,Elliptical
128496.jpg,Elliptical
128499.jpg,Elliptical
128519.jpg,Elliptical
128563.jpg,Elliptical
128619.jpg,Elliptical
128625.jpg,Spiral
128646.jpg,Spiral
128650.jpg,Spiral
128664.jpg,Spiral
128707.jpg,Spiral
128720.jpg,Elliptical
128724.jpg,Elliptical
128749.jpg,Irregular
128799.jpg,Elliptical
128814.jpg,Elliptical
128815.jpg,Elliptical
128832.jpg,Elliptical
128864.jpg,Elliptical
128936.jpg,Elliptical
128947.jpg,Elliptical
128978.jpg,Elliptical
129036.jpg,Elliptical
129043.jpg,Irregular
129093.jpg,Spiral
129117.jpg,Elliptical
129146.jpg,Irregular
129149.jpg,Spiral
129168.jpg,Elliptical
129170.jpg,Spiral
129173.jpg,Irregular
129175.jpg,Irregular
129195.jpg,Irregular
129199.jpg,Spiral
129202.jpg,Elliptical
